player,team,rating,minutes,season
Steven Davis,Southampton,6.66,2073,12-13
Steven Davis,Southampton,6.68,2644,16-17
Steven Davis,Southampton,6.81,2651,14-15
Steven Davis,Southampton,6.92,2502,13-14
Steven Davis,Southampton,7.04,2612,15-16
Steven Defour,Burnley,6.19,452,18-19
Steven Defour,Burnley,6.77,1080,16-17
Steven Defour,Burnley,6.77,2009,17-18
Steven Fletcher,Burnley,6.8,2873,09-10
Steven Fletcher,Sunderland,6.33,1240,13-14
Steven Fletcher,Sunderland,6.55,1784,14-15
Steven Fletcher,Sunderland,6.73,1017,15-16
Steven Fletcher,Sunderland,6.98,2373,12-13
Steven Fletcher,Wolverhampton Wanderers,6.67,1399,10-11
Steven Fletcher,Wolverhampton Wanderers,6.79,2354,11-12
Steven Gerrard,Liverpool,6.95,2238,14-15
Steven Gerrard,Liverpool,7.03,1212,11-12
Steven Gerrard,Liverpool,7.52,1869,10-11
Steven Gerrard,Liverpool,7.52,2850,09-10
Steven Gerrard,Liverpool,7.54,3223,12-13
Steven Gerrard,Liverpool,7.77,2900,13-14
Steven Mouyokolo,Hull,6.89,1674,09-10
Steven Mouyokolo,Wolverhampton Wanderers,6.29,159,10-11
Steven Naismith,Everton,6.41,1280,12-13
Steven Naismith,Everton,6.61,1413,13-14
Steven Naismith,Everton,6.61,451,15-16
Steven Naismith,Everton,6.8,2055,14-15
Steven Naismith,Norwich,6.39,880,15-16
Steven Nzonzi,Blackburn,6.74,1268,10-11
Steven Nzonzi,Blackburn,6.83,2810,11-12
Steven Nzonzi,Blackburn,7.11,2868,09-10
Steven Nzonzi,Stoke,6.76,3109,12-13
Steven Nzonzi,Stoke,6.8,3041,13-14
Steven Nzonzi,Stoke,7.01,3376,14-15
Steven Pienaar,Everton,6.25,118,15-16
Steven Pienaar,Everton,6.25,314,14-15
Steven Pienaar,Everton,6.78,1635,13-14
Steven Pienaar,Everton,7.08,1576,10-11
Steven Pienaar,Everton,7.16,3066,12-13
Steven Pienaar,Everton,7.35,2663,09-10
Steven Pienaar,Everton,7.48,1239,11-12
Steven Pienaar,Sunderland,6.27,809,16-17
Steven Pienaar,Tottenham,6.09,14,11-12
Steven Pienaar,Tottenham,6.86,494,10-11
Steven Reid,Blackburn,6.18,124,09-10
Steven Reid,Burnley,6.24,110,14-15
Steven Reid,West Bromwich Albion,6.68,1309,13-14
Steven Reid,West Bromwich Albion,6.71,1770,11-12
Steven Reid,West Bromwich Albion,6.73,909,12-13
Steven Reid,West Bromwich Albion,6.74,1277,10-11
Steven Taylor,Newcastle United,6.27,733,13-14
Steven Taylor,Newcastle United,6.38,811,15-16
Steven Taylor,Newcastle United,6.66,2136,12-13
Steven Taylor,Newcastle United,6.74,653,14-15
Steven Taylor,Newcastle United,6.81,1008,10-11
Steven Taylor,Newcastle United,6.93,1260,11-12
Steven Thompson,Burnley,6.26,380,09-10
Steven Whittaker,Norwich,6.38,661,15-16
Steven Whittaker,Norwich,6.78,1047,12-13
Steven Whittaker,Norwich,6.8,1423,13-14
Stewart Downing,Aston Villa,7.05,2074,09-10
Stewart Downing,Aston Villa,7.18,3387,10-11
Stewart Downing,Liverpool,6.65,2477,11-12
Stewart Downing,Liverpool,7.0,2194,12-13
Stewart Downing,Middlesbrough,6.57,2212,16-17
Stewart Downing,West Ham,6.91,2511,13-14
Stewart Downing,West Ham,7.0,3314,14-15
Stiliyan Petrov,Aston Villa,7.02,2072,10-11
Stiliyan Petrov,Aston Villa,7.29,2330,11-12
Stiliyan Petrov,Aston Villa,7.33,3272,09-10
Stuart Armstrong,Southampton,6.5,1433,18-19
Stuart Holden,Bolton,7.0,114,09-10
Stuart Holden,Bolton,7.43,2296,10-11
Stuart O'Keefe,Crystal Palace,6.19,84,14-15
Stuart O'Keefe,Crystal Palace,6.33,391,13-14
Stuart Parnaby,Birmingham,6.66,405,10-11
Stuart Parnaby,Birmingham,6.71,546,09-10
Stuart Taylor,Reading,5.78,360,12-13
Stéphane Mbia,Queens Park Rangers,6.9,2375,12-13
Stéphane Sessegnon,Sunderland,6.51,118,13-14
Stéphane Sessegnon,Sunderland,6.71,2902,12-13
Stéphane Sessegnon,Sunderland,6.85,1182,10-11
Stéphane Sessegnon,Sunderland,6.96,3133,11-12
Stéphane Sessegnon,West Bromwich Albion,6.54,1765,14-15
Stéphane Sessegnon,West Bromwich Albion,6.77,1963,13-14
Stéphane Sessegnon,West Bromwich Albion,6.81,1761,15-16
Sullay Kaikai,Crystal Palace,5.98,23,16-17
Sullay Kaikai,Crystal Palace,6.42,13,17-18
Sullay Kaikai,Crystal Palace,6.45,45,15-16
Sulley Muntari,Sunderland,6.96,538,10-11
Suso,Liverpool,6.47,606,12-13
Sylvain Distin,Bournemouth,6.67,843,15-16
Sylvain Distin,Everton,6.91,1080,14-15
Sylvain Distin,Everton,6.93,2217,11-12
Sylvain Distin,Everton,7.15,3411,10-11
Sylvain Distin,Everton,7.19,2837,12-13
Sylvain Distin,Everton,7.25,2926,13-14
Sylvain Distin,Everton,7.37,2590,09-10
Sylvain Distin,Portsmouth,6.91,270,09-10
Sylvain Marveaux,Newcastle United,6.23,225,13-14
Sylvain Marveaux,Newcastle United,6.29,136,11-12
Sylvain Marveaux,Newcastle United,6.67,993,12-13
Sylvan Ebanks-Blake,Wolverhampton Wanderers,6.19,1014,11-12
Sylvan Ebanks-Blake,Wolverhampton Wanderers,6.38,1167,09-10
Sylvan Ebanks-Blake,Wolverhampton Wanderers,6.56,1308,10-11
Sylvinho,Manchester City,6.53,484,09-10
Séamus Coleman,Everton,6.47,1133,11-12
Séamus Coleman,Everton,6.74,2259,10-11
Séamus Coleman,Everton,6.85,106,09-10
Séamus Coleman,Everton,6.87,1036,17-18
Séamus Coleman,Everton,6.88,2560,18-19
Séamus Coleman,Everton,6.9,2386,15-16
Séamus Coleman,Everton,6.92,3065,14-15
Séamus Coleman,Everton,7.12,2163,12-13
Séamus Coleman,Everton,7.12,2317,16-17
Séamus Coleman,Everton,7.32,3229,13-14
Sébastien Pocognoli,West Bromwich Albion,6.89,1217,14-15
Sébastien Pocognoli,West Bromwich Albion,7.24,35,15-16
Sébastien Squillaci,Arsenal,5.06,9,11-12
Sébastien Squillaci,Arsenal,6.76,1818,10-11
Tahith Chong,Manchester United,6.07,37,18-19
Tal Ben Haim,Portsmouth,7.01,1913,09-10
Tal Ben Haim,Queens Park Rangers,6.61,196,12-13
Tal Ben Haim,West Ham,6.77,713,10-11
Tamir Cohen,Bolton,6.31,320,10-11
Tamir Cohen,Bolton,6.91,2102,09-10
Tammy Abraham,Chelsea,5.96,53,15-16
Tammy Abraham,Swansea,6.41,1721,17-18
Taye Taiwo,Queens Park Rangers,6.78,1194,11-12
Teemu Tainio,Birmingham,6.76,361,09-10
Terence Kongolo,Huddersfield,6.58,2722,18-19
Terence Kongolo,Huddersfield,7.02,1047,17-18
Theo Walcott,Arsenal,6.09,64,17-18
Theo Walcott,Arsenal,6.58,1375,15-16
Theo Walcott,Arsenal,6.61,442,14-15
Theo Walcott,Arsenal,6.75,1132,09-10
Theo Walcott,Arsenal,6.86,2749,11-12
Theo Walcott,Arsenal,6.92,1696,10-11
Theo Walcott,Arsenal,6.99,1925,16-17
Theo Walcott,Arsenal,7.11,859,13-14
Theo Walcott,Arsenal,7.24,2286,12-13
Theo Walcott,Everton,6.51,2124,18-19
Theo Walcott,Everton,7.13,1153,17-18
Thibaut Courtois,Chelsea,6.63,3150,17-18
Thibaut Courtois,Chelsea,6.66,2020,15-16
Thibaut Courtois,Chelsea,6.74,3240,16-17
Thibaut Courtois,Chelsea,6.78,2814,14-15
Thierry Henry,Arsenal,6.59,94,11-12
Thievy,West Bromwich Albion,6.54,253,13-14
Thomas Edwards,Stoke,6.49,483,17-18
Thomas Hitzlsperger,Everton,6.57,349,12-13
Thomas Hitzlsperger,West Ham,7.27,990,10-11
Thomas Robson,Sunderland,7.04,90,15-16
Thomas Sørensen,Stoke,6.49,316,13-14
Thomas Sørensen,Stoke,6.58,1424,11-12
Thomas Sørensen,Stoke,6.61,900,10-11
Thomas Sørensen,Stoke,6.94,2867,09-10
Thomas Vermaelen,Arsenal,6.77,782,13-14
Thomas Vermaelen,Arsenal,6.82,2238,12-13
Thomas Vermaelen,Arsenal,7.13,2478,11-12
Thomas Vermaelen,Arsenal,7.26,450,10-11
Thomas Vermaelen,Arsenal,7.38,2799,09-10
Tiemoué Bakayoko,Chelsea,6.87,2126,17-18
Tim Cahill,Everton,6.54,2353,11-12
Tim Cahill,Everton,6.99,2016,10-11
Tim Cahill,Everton,7.26,2870,09-10
Tim Howard,Everton,6.44,2836,14-15
Tim Howard,Everton,6.6,3420,10-11
Tim Howard,Everton,6.73,3240,12-13
Tim Howard,Everton,6.73,3420,09-10
Tim Howard,Everton,6.74,3420,11-12
Tim Howard,Everton,6.78,2250,15-16
Tim Howard,Everton,6.89,3263,13-14
Tim Krul,Newcastle United,6.4,2700,14-15
Tim Krul,Newcastle United,6.43,1855,10-11
Tim Krul,Newcastle United,6.6,3240,13-14
Tim Krul,Newcastle United,6.63,720,15-16
Tim Krul,Newcastle United,6.67,2127,12-13
Tim Krul,Newcastle United,6.74,3420,11-12
Tim Ream,Bolton,6.89,1170,11-12
Tim Ream,Fulham,6.3,2051,18-19
Timm Klose,Norwich,7.21,850,15-16
Timothy Fosu-Mensah,Crystal Palace,6.57,1594,17-18
Timothy Fosu-Mensah,Fulham,6.33,795,18-19
Timothy Fosu-Mensah,Manchester United,6.38,96,16-17
Timothy Fosu-Mensah,Manchester United,6.7,254,15-16
Titus Bramble,Sunderland,6.65,1180,12-13
Titus Bramble,Sunderland,7.04,2001,10-11
Titus Bramble,Sunderland,7.11,651,11-12
Titus Bramble,Wigan,7.14,3111,09-10
Toby Alderweireld,Southampton,7.07,2263,14-15
Toby Alderweireld,Tottenham,6.68,1177,17-18
Toby Alderweireld,Tottenham,6.84,2924,18-19
Toby Alderweireld,Tottenham,7.0,2604,16-17
Toby Alderweireld,Tottenham,7.16,3420,15-16
Tokelo Rantie,Bournemouth,6.12,38,15-16
Tom Cairney,Fulham,6.6,2200,18-19
Tom Cairney,Hull,6.91,900,09-10
Tom Carroll,Swansea,6.39,693,14-15
Tom Carroll,Swansea,6.52,2570,17-18
Tom Carroll,Swansea,6.76,1390,16-17
Tom Carroll,Tottenham,6.0,1,16-17
Tom Carroll,Tottenham,6.28,79,12-13
Tom Carroll,Tottenham,6.32,506,15-16
Tom Cleverley,Aston Villa,6.64,2520,14-15
Tom Cleverley,Everton,6.26,403,16-17
Tom Cleverley,Everton,6.87,1614,15-16
Tom Cleverley,Manchester United,6.57,90,14-15
Tom Cleverley,Manchester United,6.61,435,11-12
Tom Cleverley,Manchester United,6.74,1581,13-14
Tom Cleverley,Manchester United,6.83,1456,12-13
Tom Cleverley,Watford,6.35,472,18-19
Tom Cleverley,Watford,6.6,1441,16-17
Tom Cleverley,Watford,6.66,1905,17-18
Tom Cleverley,Wigan,6.73,1634,10-11
Tom Davies,Everton,6.4,976,18-19
Tom Davies,Everton,6.41,1905,17-18
Tom Davies,Everton,6.68,1544,16-17
Tom Davies,Everton,6.79,97,15-16
Tom Heaton,Burnley,6.46,306,17-18
Tom Heaton,Burnley,6.61,1710,18-19
Tom Heaton,Burnley,6.82,3420,14-15
Tom Heaton,Burnley,6.88,3150,16-17
Tom Huddlestone,Hull,6.51,2025,16-17
Tom Huddlestone,Hull,6.79,2545,14-15
Tom Huddlestone,Hull,7.16,3145,13-14
Tom Huddlestone,Tottenham,6.34,61,11-12
Tom Huddlestone,Tottenham,6.72,1029,12-13
Tom Huddlestone,Tottenham,6.91,1165,10-11
Tom Huddlestone,Tottenham,7.48,2851,09-10
Tom Ince,Crystal Palace,6.54,412,13-14
Tom Ince,Huddersfield,6.45,2456,17-18
Tom Ince,Hull,6.19,300,14-15
Tom James,Cardiff,6.0,1,13-14
Tom Lawrence,Leicester,6.03,51,14-15
Tom Lawrence,Manchester United,6.92,70,13-14
Tom Thorpe,Manchester United,6.0,1,14-15
Tomas Kalas,Chelsea,6.86,180,13-14
Tomas Rosicky,Arsenal,6.67,1574,13-14
Tomas Rosicky,Arsenal,6.67,929,10-11
Tomas Rosicky,Arsenal,6.69,576,14-15
Tomas Rosicky,Arsenal,6.9,1299,09-10
Tomas Rosicky,Arsenal,6.93,1760,11-12
Tomas Rosicky,Arsenal,7.03,614,12-13
Tomasz Kuszczak,Manchester United,6.24,450,10-11
Tomasz Kuszczak,Manchester United,7.15,720,09-10
Tomer Hemed,Brighton,6.6,848,17-18
Tommy Elphick,Bournemouth,6.61,1012,15-16
Tommy Smith2,Huddersfield,6.24,1142,18-19
Tommy Smith2,Huddersfield,6.51,1908,17-18
Tommy Smith1,Portsmouth,6.6,1029,09-10
Tommy Smith1,Queens Park Rangers,6.27,540,11-12
Toni Kallio,Fulham,5.99,45,09-10
Tony Hibbert,Everton,6.02,3,13-14
Tony Hibbert,Everton,6.66,1452,10-11
Tony Hibbert,Everton,6.72,431,12-13
Tony Hibbert,Everton,6.77,1480,09-10
Tony Hibbert,Everton,6.79,2755,11-12
Tony Hibbert,Everton,6.8,331,14-15
Tony Hibbert,Everton,6.91,45,15-16
Trent Alexander-Arnold,Liverpool,6.2,166,16-17
Trent Alexander-Arnold,Liverpool,7.02,1576,17-18
Trent Alexander-Arnold,Liverpool,7.36,2467,18-19
Troy Deeney,Watford,6.61,1842,17-18
Troy Deeney,Watford,6.84,2942,16-17
Troy Deeney,Watford,7.11,2548,18-19
Troy Deeney,Watford,7.28,3293,15-16
Tuncay Sanli,Bolton,6.18,386,11-12
Tuncay Sanli,Stoke,6.44,1285,09-10
Tuncay Sanli,Stoke,6.67,710,10-11
Tyias Browning,Everton,6.16,29,14-15
Tyias Browning,Everton,6.39,298,15-16
Tyler Blackett,Manchester United,6.45,650,14-15
Tyler Roberts,West Bromwich Albion,6.22,17,15-16
Tyreke Johnson,Southampton,6.0,1,18-19
Tyrese Campbell,Stoke,6.08,76,17-18
Tyrone Mears,Bolton,6.67,90,11-12
Tyrone Mears,Burnley,6.87,3420,09-10
Tyrone Mings,Bournemouth,6.2,203,17-18
Tyrone Mings,Bournemouth,6.21,12,15-16
Tyrone Mings,Bournemouth,6.34,506,16-17
Tyrone Mings,Bournemouth,6.37,142,18-19
Urby Emanuelson,Fulham,6.52,644,12-13
Uwe Hünemeier,Brighton,6.37,17,17-18
Vadis Odjidja-Ofoe,Norwich,6.28,275,15-16
Valentin Roberge,Sunderland,5.87,90,14-15
Valentin Roberge,Sunderland,6.5,668,13-14
Valon Behrami,Watford,6.55,2038,16-17
Valon Behrami,Watford,6.59,1281,15-16
Valon Behrami,West Ham,6.96,515,10-11
Valon Behrami,West Ham,6.99,2055,09-10
Vangelis Moras,Swansea,6.04,4,11-12
Vedran Corluka,Tottenham,6.2,136,11-12
Vedran Corluka,Tottenham,6.95,1167,10-11
Vedran Corluka,Tottenham,7.12,2556,09-10
Vicente Guaita,Crystal Palace,6.74,1755,18-19
Vicente Iborra,Leicester,6.2,226,18-19
Vicente Iborra,Leicester,6.85,1417,17-18
Victor Anichebe,Everton,6.0,1,13-14
Victor Anichebe,Everton,6.32,771,10-11
Victor Anichebe,Everton,6.56,444,11-12
Victor Anichebe,Everton,6.67,484,09-10
Victor Anichebe,Everton,6.81,1721,12-13
Victor Anichebe,Sunderland,6.86,1217,16-17
Victor Anichebe,West Bromwich Albion,6.4,365,15-16
Victor Anichebe,West Bromwich Albion,6.52,1035,14-15
Victor Anichebe,West Bromwich Albion,6.56,1216,13-14
Victor Lindelöf,Manchester United,6.66,1284,17-18
Victor Lindelöf,Manchester United,6.68,2602,18-19
Victor Moses,Chelsea,5.96,26,18-19
Victor Moses,Chelsea,6.56,1125,12-13
Victor Moses,Chelsea,6.9,2119,17-18
Victor Moses,Chelsea,7.22,2498,16-17
Victor Moses,Liverpool,6.35,644,13-14
Victor Moses,Stoke,7.45,1455,14-15
Victor Moses,West Ham,6.52,982,15-16
Victor Moses,Wigan,6.45,90,12-13
Victor Moses,Wigan,6.51,432,09-10
Victor Moses,Wigan,6.58,812,10-11
Victor Moses,Wigan,6.91,3217,11-12
Victor Obinna,West Ham,6.96,1574,10-11
Victor Wanyama,Southampton,6.88,1661,13-14
Victor Wanyama,Southampton,7.02,2501,15-16
Victor Wanyama,Southampton,7.12,2362,14-15
Victor Wanyama,Tottenham,6.53,513,18-19
Victor Wanyama,Tottenham,6.64,839,17-18
Victor Wanyama,Tottenham,7.21,3016,16-17
Viktor Fischer,Middlesbrough,6.37,439,16-17
Vince Grella,Blackburn,6.39,11,11-12
Vince Grella,Blackburn,6.44,310,10-11
Vince Grella,Blackburn,6.59,955,09-10
Vincent Janssen,Tottenham,6.0,1,17-18
Vincent Janssen,Tottenham,6.3,36,18-19
Vincent Janssen,Tottenham,6.34,832,16-17
Vincent Kompany,Manchester City,6.86,2034,14-15
Vincent Kompany,Manchester City,6.93,1223,18-19
Vincent Kompany,Manchester City,7.04,1397,17-18
Vincent Kompany,Manchester City,7.09,2239,12-13
Vincent Kompany,Manchester City,7.18,2365,13-14
Vincent Kompany,Manchester City,7.18,823,16-17
Vincent Kompany,Manchester City,7.26,1913,09-10
Vincent Kompany,Manchester City,7.28,1179,15-16
Vincent Kompany,Manchester City,7.32,2774,11-12
Vincent Kompany,Manchester City,7.42,3330,10-11
Virgil van Dijk,Liverpool,7.35,1260,17-18
Virgil van Dijk,Liverpool,7.44,3385,18-19
Virgil van Dijk,Southampton,7.1,993,17-18
Virgil van Dijk,Southampton,7.43,1854,16-17
Virgil van Dijk,Southampton,7.56,3060,15-16
Vito Mannone,Arsenal,6.59,810,12-13
Vito Mannone,Arsenal,6.84,450,09-10
Vito Mannone,Sunderland,6.51,900,14-15
Vito Mannone,Sunderland,6.63,810,16-17
Vito Mannone,Sunderland,6.97,1710,15-16
Vito Mannone,Sunderland,7.03,2567,13-14
Vlad Chiriches,Tottenham,6.57,709,14-15
Vlad Chiriches,Tottenham,7.1,1414,13-14
Vladimir Stojkovic,Wigan,6.05,360,09-10
Vladimir Weiss,Bolton,6.56,386,09-10
Vurnon Anita,Newcastle United,6.44,1730,12-13
Vurnon Anita,Newcastle United,6.53,1276,14-15
Vurnon Anita,Newcastle United,6.61,2463,13-14
Vurnon Anita,Newcastle United,6.71,2108,15-16
Víctor Camarasa,Cardiff,6.72,2579,18-19
Víctor Ibarbo,Watford,6.04,65,15-16
Víctor Valdés,Manchester United,6.85,106,14-15
Víctor Valdés,Middlesbrough,6.66,2520,16-17
Wade Elliott,Burnley,6.74,3121,09-10
Wahbi Khazri,Sunderland,6.29,839,16-17
Wahbi Khazri,Sunderland,6.98,1078,15-16
Wayne Bridge,Manchester City,6.09,148,10-11
Wayne Bridge,Manchester City,7.01,1897,09-10
Wayne Bridge,Sunderland,6.41,317,11-12
Wayne Bridge,West Ham,6.7,1349,10-11
Wayne Hennessey,Crystal Palace,6.47,215,14-15
Wayne Hennessey,Crystal Palace,6.48,2610,15-16
Wayne Hennessey,Crystal Palace,6.56,1576,18-19
Wayne Hennessey,Crystal Palace,6.58,90,13-14
Wayne Hennessey,Crystal Palace,6.65,2610,16-17
Wayne Hennessey,Crystal Palace,6.74,2430,17-18
Wayne Hennessey,Wolverhampton Wanderers,6.55,1170,09-10
Wayne Hennessey,Wolverhampton Wanderers,6.63,2160,10-11
Wayne Hennessey,Wolverhampton Wanderers,6.88,3060,11-12
Wayne Rooney,Everton,6.64,2284,17-18
Wayne Rooney,Manchester United,6.8,1540,16-17
Wayne Rooney,Manchester United,7.06,2410,15-16
Wayne Rooney,Manchester United,7.27,2019,12-13
Wayne Rooney,Manchester United,7.28,2877,14-15
Wayne Rooney,Manchester United,7.38,2226,10-11
Wayne Rooney,Manchester United,7.62,2448,13-14
Wayne Rooney,Manchester United,7.73,2839,11-12
Wayne Rooney,Manchester United,7.91,2723,09-10
Wayne Routledge,Newcastle United,6.48,994,10-11
Wayne Routledge,Swansea,6.12,423,17-18
Wayne Routledge,Swansea,6.38,1683,15-16
Wayne Routledge,Swansea,6.4,1930,16-17
Wayne Routledge,Swansea,6.46,1463,11-12
Wayne Routledge,Swansea,6.64,2318,14-15
Wayne Routledge,Swansea,6.65,2528,12-13
Wayne Routledge,Swansea,6.71,2707,13-14
Wes Brown,Manchester United,6.82,427,10-11
Wes Brown,Manchester United,7.08,1573,09-10
Wes Brown,Sunderland,6.53,540,15-16
Wes Brown,Sunderland,6.66,2065,13-14
Wes Brown,Sunderland,6.7,1994,14-15
Wes Brown,Sunderland,6.93,1736,11-12
Wes Hoolahan,Norwich,6.51,801,13-14
Wes Hoolahan,Norwich,6.69,2432,12-13
Wes Hoolahan,Norwich,6.71,2006,15-16
Wes Hoolahan,Norwich,6.74,2284,11-12
Wes Morgan,Leicester,6.61,2818,17-18
Wes Morgan,Leicester,6.66,2430,16-17
Wes Morgan,Leicester,6.87,1926,18-19
Wes Morgan,Leicester,7.07,3420,15-16
Wes Morgan,Leicester,7.2,3288,14-15
Wesley Hoedt,Southampton,6.77,1170,18-19
Wesley Hoedt,Southampton,6.89,2520,17-18
Wilfred Ndidi,Leicester,7.14,2899,17-18
Wilfred Ndidi,Leicester,7.21,3299,18-19
Wilfred Ndidi,Leicester,7.26,1522,16-17
Wilfried Bony,Manchester City,6.62,1224,15-16
Wilfried Bony,Manchester City,6.88,297,14-15
Wilfried Bony,Stoke,6.61,690,16-17
Wilfried Bony,Swansea,6.49,705,17-18
Wilfried Bony,Swansea,7.1,2473,13-14
Wilfried Bony,Swansea,7.22,1302,14-15
Wilfried Zaha,Cardiff,6.58,585,13-14
Wilfried Zaha,Crystal Palace,6.97,1982,14-15
Wilfried Zaha,Crystal Palace,7.03,2497,15-16
Wilfried Zaha,Crystal Palace,7.21,3041,18-19
Wilfried Zaha,Crystal Palace,7.38,2551,17-18
Wilfried Zaha,Crystal Palace,7.38,3025,16-17
Wilfried Zaha,Manchester United,6.3,28,13-14
Will Atkinson,Hull,7.08,180,09-10
Will Hughes,Watford,6.72,2436,18-19
Will Hughes,Watford,6.74,995,17-18
Will Keane,Hull,5.86,282,16-17
Will Keane,Manchester United,5.98,4,11-12
Will Keane,Manchester United,6.0,4,15-16
Will Norris,Wolverhampton Wanderers,6.0,1,18-19
William Buckley,Sunderland,6.25,870,14-15
William Gallas,Arsenal,7.15,2340,09-10
William Gallas,Tottenham,6.85,1526,12-13
William Gallas,Tottenham,6.88,2339,10-11
William Gallas,Tottenham,7.09,1325,11-12
William Kvist,Fulham,6.54,592,13-14
Willian,Chelsea,6.89,1531,16-17
Willian,Chelsea,7.01,1883,17-18
Willian,Chelsea,7.02,2418,14-15
Willian,Chelsea,7.06,2109,18-19
Willian,Chelsea,7.2,2751,15-16
Willian,Chelsea,7.25,1680,13-14
Willy Boly,Wolverhampton Wanderers,7.12,3169,18-19
Willy Caballero,Chelsea,6.65,270,17-18
Willy Caballero,Chelsea,6.83,180,18-19
Willy Caballero,Manchester City,6.62,180,14-15
Willy Caballero,Manchester City,6.69,1451,16-17
Willy Caballero,Manchester City,6.76,310,15-16
Wilson Palacios,Stoke,6.13,46,12-13
Wilson Palacios,Stoke,6.3,800,11-12
Wilson Palacios,Stoke,6.34,515,13-14
Wilson Palacios,Tottenham,6.52,1226,10-11
Wilson Palacios,Tottenham,7.14,2533,09-10
Winston Reid,West Ham,6.5,402,10-11
Winston Reid,West Ham,6.62,1454,17-18
Winston Reid,West Ham,7.0,1674,13-14
Winston Reid,West Ham,7.03,2503,14-15
Winston Reid,West Ham,7.04,3145,12-13
Winston Reid,West Ham,7.08,2590,16-17
Winston Reid,West Ham,7.18,2136,15-16
Wojciech Szczesny,Arsenal,6.46,1499,14-15
Wojciech Szczesny,Arsenal,6.6,3420,11-12
Wojciech Szczesny,Arsenal,6.8,1350,10-11
Wojciech Szczesny,Arsenal,6.83,2250,12-13
Wojciech Szczesny,Arsenal,7.04,3330,13-14
Xande Silva,West Ham,6.12,17,18-19
Xherdan Shaqiri,Liverpool,6.71,1059,18-19
Xherdan Shaqiri,Stoke,6.82,2039,15-16
Xherdan Shaqiri,Stoke,6.87,3049,17-18
Xherdan Shaqiri,Stoke,6.96,1709,16-17
Xisco,Newcastle United,6.63,18,10-11
Yacouba Sylla,Aston Villa,6.44,548,13-14
Yacouba Sylla,Aston Villa,6.76,597,12-13
Yakubu,Blackburn,6.74,2454,11-12
Yakubu,Everton,6.47,669,10-11
Yakubu,Everton,6.65,1083,09-10
Yan Valery,Southampton,6.66,1715,18-19
Yann Kermorgant,Bournemouth,6.1,125,15-16
Yann M'Vila,Sunderland,7.1,3189,15-16
Yannick Bolasie,Crystal Palace,5.96,24,16-17
Yannick Bolasie,Crystal Palace,6.94,2039,13-14
Yannick Bolasie,Crystal Palace,7.05,2778,14-15
Yannick Bolasie,Crystal Palace,7.14,2077,15-16
Yannick Bolasie,Everton,6.34,856,17-18
Yannick Bolasie,Everton,7.2,1028,16-17
Yannick Sagbo,Hull,6.15,55,14-15
Yannick Sagbo,Hull,6.4,1499,13-14
Yaya Sanogo,Arsenal,6.09,71,13-14
Yaya Sanogo,Arsenal,6.42,140,14-15
Yaya Sanogo,Crystal Palace,6.08,317,14-15
Yaya Touré,Manchester City,6.5,228,17-18
Yaya Touré,Manchester City,7.17,1947,16-17
Yaya Touré,Manchester City,7.17,2977,10-11
Yaya Touré,Manchester City,7.18,2830,12-13
Yaya Touré,Manchester City,7.22,2335,15-16
Yaya Touré,Manchester City,7.4,2357,14-15
Yaya Touré,Manchester City,7.42,2651,11-12
Yaya Touré,Manchester City,7.55,2927,13-14
Yerry Mina,Everton,6.57,893,18-19
Yildiray Bastürk,Blackburn,6.38,46,09-10
Yoan Gouffran,Newcastle United,6.16,224,15-16
Yoan Gouffran,Newcastle United,6.6,1973,14-15
Yoan Gouffran,Newcastle United,6.71,1061,12-13
Yoan Gouffran,Newcastle United,6.8,2626,13-14
Yohan Benalouane,Leicester,6.15,66,15-16
Yohan Benalouane,Leicester,6.75,921,16-17
Yohan Benalouane,Leicester,6.96,90,17-18
Yohan Cabaye,Crystal Palace,6.78,2133,16-17
Yohan Cabaye,Crystal Palace,6.8,2389,17-18
Yohan Cabaye,Crystal Palace,7.23,2704,15-16
Yohan Cabaye,Newcastle United,7.2,2124,12-13
Yohan Cabaye,Newcastle United,7.26,2839,11-12
Yohan Cabaye,Newcastle United,7.48,1509,13-14
Yoshinori Muto,Newcastle United,6.23,519,18-19
Yossi Benayoun,Arsenal,6.72,901,11-12
Yossi Benayoun,Chelsea,6.03,1,11-12
Yossi Benayoun,Chelsea,6.14,53,12-13
Yossi Benayoun,Chelsea,6.45,203,10-11
Yossi Benayoun,Liverpool,6.99,1855,09-10
Yossi Benayoun,West Ham,6.58,314,12-13
