UID,Player,Tm,MP,PER,Season
102,Beno Udrih\udrihbe01,MIL,719,13.6,12-13
102,Beno Udrih\udrihbe01,NYK,588,12.4,13-14
102,Beno Udrih\udrihbe01,ORL,738,14.9,12-13
102,Beno Udrih\udrihbe01,SAC,2477,15.7,09-10
102,Beno Udrih\udrihbe01,SAC,2734,15.7,10-11
103,Bernard James\jamesbe01,DAL,146,8.5,13-14
103,Bernard James\jamesbe01,DAL,158,16,14-15
103,Bernard James\jamesbe01,DAL,457,14.7,12-13
104,Billy Garrett\garrebi01,NYK,63,9.8,18-19
105,Bismack Biyombo\biyombi01,CHA,1072,13.3,13-14
105,Bismack Biyombo\biyombi01,CHA,1455,10.6,11-12
105,Bismack Biyombo\biyombi01,CHA,2186,10.1,12-13
105,Bismack Biyombo\biyombi01,CHO,1243,15.2,14-15
105,Bismack Biyombo\biyombi01,CHO,783,14.4,18-19
105,Bismack Biyombo\biyombi01,ORL,1495,14.1,17-18
105,Bismack Biyombo\biyombi01,ORL,1793,12.2,16-17
105,Bismack Biyombo\biyombi01,TOR,1808,14.9,15-16
106,Blake Ahearn\ahearbl01,UTA,30,-7.3,11-12
107,Blake Griffin\griffbl01,DET,2622,21,18-19
107,Blake Griffin\griffbl01,DET,831,18.5,17-18
107,Blake Griffin\griffbl01,LAC,1139,20.4,17-18
107,Blake Griffin\griffbl01,LAC,1170,22.1,15-16
107,Blake Griffin\griffbl01,LAC,2076,22.6,16-17
107,Blake Griffin\griffbl01,LAC,2356,22.8,14-15
107,Blake Griffin\griffbl01,LAC,2392,23.4,11-12
107,Blake Griffin\griffbl01,LAC,2598,22.4,12-13
107,Blake Griffin\griffbl01,LAC,2863,23.9,13-14
107,Blake Griffin\griffbl01,LAC,3112,21.9,10-11
108,Boban Marjanović\marjabo01,DET,171,21.6,17-18
108,Boban Marjanović\marjabo01,DET,293,29.6,16-17
108,Boban Marjanović\marjabo01,LAC,166,30.6,17-18
108,Boban Marjanović\marjabo01,LAC,376,24.9,18-19
108,Boban Marjanović\marjabo01,PHI,305,23.3,18-19
108,Boban Marjanović\marjabo01,SAS,508,27.7,15-16
109,Bobby Brown\brownbo02,HOU,115,5.5,17-18
109,Bobby Brown\brownbo02,HOU,123,10.8,16-17
109,Bobby Brown\brownbo02,LAC,191,8.2,09-10
109,Bobby Brown\brownbo02,NOH,328,10,09-10
110,Bobby Portis\portibo01,CHI,1000,14.9,16-17
110,Bobby Portis\portibo01,CHI,1102,13.8,15-16
110,Bobby Portis\portibo01,CHI,1643,19.7,17-18
110,Bobby Portis\portibo01,CHI,531,17.2,18-19
110,Bobby Portis\portibo01,WAS,768,15.3,18-19
111,Bobby Simmons\simmobo01,LAC,418,6,11-12
111,Bobby Simmons\simmobo01,NJN,395,8,09-10
111,Bobby Simmons\simmobo01,SAS,16,-5.5,10-11
112,Bogdan Bogdanović\bogdabo01,SAC,1947,14.1,18-19
112,Bogdan Bogdanović\bogdabo01,SAC,2175,13.5,17-18
113,Bojan Bogdanović\bogdabo02,BRK,1482,13,16-17
113,Bojan Bogdanović\bogdabo02,BRK,1854,11.6,14-15
113,Bojan Bogdanović\bogdabo02,BRK,2115,10.7,15-16
113,Bojan Bogdanović\bogdabo02,IND,2464,13.9,17-18
113,Bojan Bogdanović\bogdabo02,IND,2573,16.1,18-19
113,Bojan Bogdanović\bogdabo02,WAS,601,14.7,16-17
114,Bonzie Colson\colsobo01,MIL,98,12.9,18-19
115,Boris Diaw\diawbo01,CHA,1018,10.8,11-12
115,Boris Diaw\diawbo01,CHA,2778,13.9,10-11
115,Boris Diaw\diawbo01,CHA,2906,12.8,09-10
115,Boris Diaw\diawbo01,SAS,1386,14,15-16
115,Boris Diaw\diawbo01,SAS,1709,11.9,12-13
115,Boris Diaw\diawbo01,SAS,1974,14.1,13-14
115,Boris Diaw\diawbo01,SAS,1984,12.7,14-15
115,Boris Diaw\diawbo01,SAS,406,12.1,11-12
115,Boris Diaw\diawbo01,UTA,1283,9,16-17
116,Brad Miller\millebr01,CHI,1950,12.9,09-10
116,Brad Miller\millebr01,HOU,1015,16.3,10-11
116,Brad Miller\millebr01,MIN,146,10.7,11-12
117,Brad Wanamaker\wanambr01,BOS,343,14.3,18-19
118,Bradley Beal\bealbr01,WAS,1708,15.5,15-16
118,Bradley Beal\bealbr01,WAS,1745,13.6,12-13
118,Bradley Beal\bealbr01,WAS,2107,14,14-15
118,Bradley Beal\bealbr01,WAS,2530,14.3,13-14
118,Bradley Beal\bealbr01,WAS,2684,20.1,16-17
118,Bradley Beal\bealbr01,WAS,2977,18.4,17-18
118,Bradley Beal\bealbr01,WAS,3028,20.8,18-19
119,Brandan Wright\wrighbr03,BOS,86,15,14-15
119,Brandan Wright\wrighbr03,DAL,1077,23.5,13-14
119,Brandan Wright\wrighbr03,DAL,1149,21,12-13
119,Brandan Wright\wrighbr03,DAL,505,25.7,14-15
119,Brandan Wright\wrighbr03,DAL,791,21.6,11-12
119,Brandan Wright\wrighbr03,GSW,195,16.2,10-11
119,Brandan Wright\wrighbr03,HOU,15,11.3,17-18
119,Brandan Wright\wrighbr03,MEM,212,18.3,15-16
119,Brandan Wright\wrighbr03,MEM,366,19.3,17-18
119,Brandan Wright\wrighbr03,MEM,447,18.5,16-17
119,Brandan Wright\wrighbr03,NJN,184,15.5,10-11
119,Brandan Wright\wrighbr03,PHO,858,17.8,14-15
120,Branden Dawson\dawsobr01,LAC,29,7.1,15-16
121,Brandon Bass\bassbr01,BOS,1868,14.1,11-12
121,Brandon Bass\bassbr01,BOS,1929,16.3,14-15
121,Brandon Bass\bassbr01,BOS,2239,12.3,12-13
121,Brandon Bass\bassbr01,BOS,2266,15,13-14
121,Brandon Bass\bassbr01,LAC,577,19.7,16-17
121,Brandon Bass\bassbr01,LAL,1342,17.4,15-16
121,Brandon Bass\bassbr01,ORL,1980,15.9,10-11
121,Brandon Bass\bassbr01,ORL,648,16.5,09-10
122,Brandon Davies\daviebr01,BRK,44,8.5,14-15
122,Brandon Davies\daviebr01,PHI,379,10.7,14-15
122,Brandon Davies\daviebr01,PHI,575,7.5,13-14
123,Brandon Goodwin\goodwbr01,DEN,57,8.3,18-19
124,Brandon Ingram\ingrabr01,LAL,1760,13.4,18-19
124,Brandon Ingram\ingrabr01,LAL,1975,13.8,17-18
124,Brandon Ingram\ingrabr01,LAL,2279,8.5,16-17
125,Brandon Jennings\jennibr01,DET,1173,19.7,14-15
125,Brandon Jennings\jennibr01,DET,2728,15.6,13-14
125,Brandon Jennings\jennibr01,DET,416,13.1,15-16
125,Brandon Jennings\jennibr01,MIL,205,12.7,17-18
125,Brandon Jennings\jennibr01,MIL,2169,15.6,10-11
125,Brandon Jennings\jennibr01,MIL,2331,18.4,11-12
125,Brandon Jennings\jennibr01,MIL,2671,14.5,09-10
125,Brandon Jennings\jennibr01,MIL,2897,16.1,12-13
125,Brandon Jennings\jennibr01,NYK,1428,12.7,16-17
125,Brandon Jennings\jennibr01,ORL,452,14.3,15-16
125,Brandon Jennings\jennibr01,WAS,374,9.7,16-17
126,Brandon Knight\knighbr03,CLE,618,10.5,18-19
126,Brandon Knight\knighbr03,DET,2129,11.7,11-12
126,Brandon Knight\knighbr03,DET,2365,12,12-13
126,Brandon Knight\knighbr03,HOU,118,0.8,18-19
126,Brandon Knight\knighbr03,MIL,1688,18.5,14-15
126,Brandon Knight\knighbr03,MIL,2400,16.5,13-14
126,Brandon Knight\knighbr03,PHO,1140,12.4,16-17
126,Brandon Knight\knighbr03,PHO,1870,14.7,15-16
126,Brandon Knight\knighbr03,PHO,347,10.5,14-15
127,Brandon Paul\paulbr01,SAS,576,7.4,17-18
128,Brandon Roy\roybr01,MIN,122,8.3,12-13
128,Brandon Roy\roybr01,POR,1310,13.9,10-11
128,Brandon Roy\roybr01,POR,2419,21.3,09-10
129,Brandon Rush\rushbr01,GSW,1055,10.1,15-16
129,Brandon Rush\rushbr01,GSW,1717,15.2,11-12
129,Brandon Rush\rushbr01,GSW,25,11.9,12-13
129,Brandon Rush\rushbr01,GSW,271,0.8,14-15
129,Brandon Rush\rushbr01,IND,1754,10.6,10-11
129,Brandon Rush\rushbr01,IND,2491,9.6,09-10
129,Brandon Rush\rushbr01,MIN,1030,6.6,16-17
129,Brandon Rush\rushbr01,UTA,418,4.1,13-14
130,Brandon Sampson\sampsbr01,CHI,214,8.5,18-19
131,Brendan Haywood\haywobr01,CHA,1162,8.7,12-13
131,Brendan Haywood\haywobr01,CLE,119,9.1,14-15
131,Brendan Haywood\haywobr01,DAL,1146,12.9,11-12
131,Brendan Haywood\haywobr01,DAL,1331,11.7,10-11
131,Brendan Haywood\haywobr01,DAL,741,16.1,09-10
131,Brendan Haywood\haywobr01,WAS,1614,16.2,09-10
132,Brian Cardinal\cardibr01,DAL,277,3.3,11-12
132,Brian Cardinal\cardibr01,DAL,618,9.7,10-11
132,Brian Cardinal\cardibr01,MIN,267,6.9,09-10
133,Brian Cook\cookbr01,HOU,44,2.4,09-10
133,Brian Cook\cookbr01,LAC,121,0,11-12
133,Brian Cook\cookbr01,LAC,447,11.6,10-11
133,Brian Cook\cookbr01,WAS,155,10.4,11-12
134,Brian Roberts\roberbr01,CHO,1330,11.7,14-15
134,Brian Roberts\roberbr01,CHO,333,13.9,15-16
134,Brian Roberts\roberbr01,CHO,416,9.8,16-17
134,Brian Roberts\roberbr01,NOH,1324,14.6,12-13
134,Brian Roberts\roberbr01,NOP,1667,13.4,13-14
134,Brian Roberts\roberbr01,POR,137,13.7,15-16
135,Brian Scalabrine\scalabr01,BOS,472,3.6,09-10
135,Brian Scalabrine\scalabr01,CHI,122,13.5,11-12
135,Brian Scalabrine\scalabr01,CHI,88,6.5,10-11
136,Brian Skinner\skinnbr01,LAC,123,5.5,09-10
136,Brian Skinner\skinnbr01,MEM,4,-14.6,11-12
136,Brian Skinner\skinnbr01,MIL,6,0,10-11
137,Briante Weber\weberbr01,CHO,159,12.5,16-17
137,Briante Weber\weberbr01,GSW,46,5.9,16-17
137,Briante Weber\weberbr01,HOU,118,11.1,17-18
137,Briante Weber\weberbr01,MEM,119,9.2,17-18
137,Briante Weber\weberbr01,MEM,166,8.3,15-16
137,Briante Weber\weberbr01,MIA,3,39.3,15-16
138,Brice Johnson\johnsbr02,LAC,38,21.3,17-18
138,Brice Johnson\johnsbr02,LAC,9,17.2,16-17
138,Brice Johnson\johnsbr02,MEM,60,16.2,17-18
139,Brook Lopez\lopezbr01,BRK,2100,22.7,14-15
139,Brook Lopez\lopezbr01,BRK,2222,20.4,16-17
139,Brook Lopez\lopezbr01,BRK,2253,24.7,12-13
139,Brook Lopez\lopezbr01,BRK,2457,21.7,15-16
139,Brook Lopez\lopezbr01,BRK,533,25.4,13-14
139,Brook Lopez\lopezbr01,LAL,1735,16.5,17-18
139,Brook Lopez\lopezbr01,MIL,2322,14.6,18-19
139,Brook Lopez\lopezbr01,NJN,136,21.9,11-12
139,Brook Lopez\lopezbr01,NJN,2889,19.3,10-11
139,Brook Lopez\lopezbr01,NJN,3027,20.1,09-10
140,Bruce Brown\brownbr01,DET,1449,6.9,18-19
141,Bruno Caboclo\cabocbr01,MEM,800,12.4,18-19
141,Bruno Caboclo\cabocbr01,SAC,100,7.9,17-18
141,Bruno Caboclo\cabocbr01,TOR,23,-1.8,14-15
141,Bruno Caboclo\cabocbr01,TOR,40,14.6,16-17
141,Bruno Caboclo\cabocbr01,TOR,43,-7.7,15-16
141,Bruno Caboclo\cabocbr01,TOR,7,-0.1,17-18
142,Bryce Cotton\cottobr01,MEM,6,29.1,15-16
142,Bryce Cotton\cottobr01,PHO,33,-3.3,15-16
142,Bryce Cotton\cottobr01,UTA,159,14.5,14-15
143,Bryce Dejean-Jones\dejeabr01,NOP,279,9.6,15-16
144,Bryn Forbes\forbebr01,SAS,1517,9.1,17-18
144,Bryn Forbes\forbebr01,SAS,2293,12,18-19
144,Bryn Forbes\forbebr01,SAS,285,5.9,16-17
145,Buddy Hield\hieldbu01,NOP,1161,9.9,16-17
145,Buddy Hield\hieldbu01,SAC,2024,16.1,17-18
145,Buddy Hield\hieldbu01,SAC,2615,17.5,18-19
145,Buddy Hield\hieldbu01,SAC,727,14.9,16-17
146,Byron Mullens\mulleby01,CHA,1428,12.3,12-13
146,Byron Mullens\mulleby01,CHA,1465,13,11-12
146,Byron Mullens\mulleby01,LAC,167,7.8,13-14
146,Byron Mullens\mulleby01,OKC,54,0.7,09-10
146,Byron Mullens\mulleby01,OKC,85,3.5,10-11
146,Byron Mullens\mulleby01,PHI,247,16.1,13-14
147,C.J. Miles\milescj01,CLE,1364,15.3,12-13
147,C.J. Miles\milescj01,CLE,984,16,13-14
147,C.J. Miles\milescj01,IND,1464,14,15-16
147,C.J. Miles\milescj01,IND,1776,13.8,16-17
147,C.J. Miles\milescj01,IND,1841,14.1,14-15
147,C.J. Miles\milescj01,MEM,294,10.8,18-19
147,C.J. Miles\milescj01,TOR,1337,13,17-18
147,C.J. Miles\milescj01,TOR,562,8,18-19
147,C.J. Miles\milescj01,UTA,1145,12.4,11-12
147,C.J. Miles\milescj01,UTA,1497,10.8,09-10
147,C.J. Miles\milescj01,UTA,1969,14.4,10-11
148,C.J. Watson\watsocj01,BRK,1521,13.9,12-13
148,C.J. Watson\watsocj01,CHI,1091,12.8,10-11
148,C.J. Watson\watsocj01,CHI,1159,13.3,11-12
148,C.J. Watson\watsocj01,GSW,1788,13.8,09-10
148,C.J. Watson\watsocj01,IND,1193,13,13-14
148,C.J. Watson\watsocj01,IND,1422,15.4,14-15
148,C.J. Watson\watsocj01,ORL,1012,9.3,16-17
148,C.J. Watson\watsocj01,ORL,656,8.6,15-16
149,C.J. Wilcox\wilcocj01,LAC,101,8.5,14-15
149,C.J. Wilcox\wilcocj01,LAC,167,12.9,15-16
149,C.J. Wilcox\wilcocj01,ORL,108,2.9,16-17
150,C.J. Williams\willicj01,LAC,707,9.5,17-18
150,C.J. Williams\willicj01,MIN,128,8.8,18-19
151,Caleb Swanigan\swanica01,POR,145,3.1,18-19
151,Caleb Swanigan\swanica01,POR,189,7.5,17-18
151,Caleb Swanigan\swanica01,SAC,33,11.7,18-19
152,Cameron Bairstow\bairsca01,CHI,103,6.8,15-16
152,Cameron Bairstow\bairsca01,CHI,64,2.1,14-15
153,Cameron Payne\payneca01,CHI,142,4,16-17
153,Cameron Payne\payneca01,CHI,536,10.3,18-19
153,Cameron Payne\payneca01,CHI,582,14,17-18
153,Cameron Payne\payneca01,CLE,176,15.3,18-19
153,Cameron Payne\payneca01,OKC,320,6.1,16-17
153,Cameron Payne\payneca01,OKC,698,12.9,15-16
154,Cameron Reynolds\reynoca01,MIN,259,10.4,18-19
155,Caris LeVert\leverca01,BRK,1063,14.9,18-19
155,Caris LeVert\leverca01,BRK,1237,12.3,16-17
155,Caris LeVert\leverca01,BRK,1864,14.2,17-18
156,Carl Landry\landrca01,GSW,1876,17.5,12-13
156,Carl Landry\landrca01,HOU,1415,21.1,09-10
156,Carl Landry\landrca01,NOH,602,15.2,10-11
156,Carl Landry\landrca01,NOH,999,18.2,11-12
156,Carl Landry\landrca01,PHI,569,22.4,15-16
156,Carl Landry\landrca01,SAC,1054,16,09-10
156,Carl Landry\landrca01,SAC,1192,14.9,14-15
156,Carl Landry\landrca01,SAC,1406,14.7,10-11
156,Carl Landry\landrca01,SAC,233,11.2,13-14
157,Carldell Johnson\johnsca01,NOH,119,8.9,11-12
158,Carlos Arroyo\arroyca01,BOS,190,6.7,10-11
158,Carlos Arroyo\arroyca01,MIA,1585,12.3,09-10
158,Carlos Arroyo\arroyca01,MIA,995,9.5,10-11
159,Carlos Boozer\boozeca01,CHI,1882,18.8,10-11
159,Carlos Boozer\boozeca01,CHI,1948,19.7,11-12
159,Carlos Boozer\boozeca01,CHI,2141,14.4,13-14
159,Carlos Boozer\boozeca01,CHI,2546,17.1,12-13
159,Carlos Boozer\boozeca01,LAL,1692,16.4,14-15
159,Carlos Boozer\boozeca01,UTA,2673,21.3,09-10
160,Carlos Delfino\delfica01,HOU,1689,13.3,12-13
160,Carlos Delfino\delfica01,MIL,1537,11.7,11-12
160,Carlos Delfino\delfica01,MIL,1590,13.1,10-11
160,Carlos Delfino\delfica01,MIL,2279,12.9,09-10
161,Carmelo Anthony\anthoca01,DEN,1774,21.2,10-11
161,Carmelo Anthony\anthoca01,DEN,2634,22.2,09-10
161,Carmelo Anthony\anthoca01,HOU,294,10.9,18-19
161,Carmelo Anthony\anthoca01,NYK,1428,21.5,14-15
161,Carmelo Anthony\anthoca01,NYK,1876,21.1,11-12
161,Carmelo Anthony\anthoca01,NYK,2482,24.8,12-13
161,Carmelo Anthony\anthoca01,NYK,2530,20.3,15-16
161,Carmelo Anthony\anthoca01,NYK,2538,17.9,16-17
161,Carmelo Anthony\anthoca01,NYK,2982,24.4,13-14
161,Carmelo Anthony\anthoca01,NYK,977,22.8,10-11
161,Carmelo Anthony\anthoca01,OKC,2501,12.7,17-18
162,Caron Butler\butleca01,DAL,867,14.2,10-11
162,Caron Butler\butleca01,DAL,930,14.2,09-10
162,Caron Butler\butleca01,DET,1623,9.3,14-15
162,Caron Butler\butleca01,LAC,1871,11.7,11-12
162,Caron Butler\butleca01,LAC,1879,12.4,12-13
162,Caron Butler\butleca01,MIL,821,12.4,13-14
162,Caron Butler\butleca01,OKC,598,11.9,13-14
162,Caron Butler\butleca01,SAC,176,11.3,15-16
162,Caron Butler\butleca01,WAS,1853,13.5,09-10
163,Carrick Felix\felixca01,CLE,38,13.3,13-14
164,Cartier Martin\martica01,ATL,822,10.9,13-14
164,Cartier Martin\martica01,CHI,48,13.3,13-14
164,Cartier Martin\martica01,DET,198,1.6,14-15
164,Cartier Martin\martica01,GSW,276,7.3,09-10
164,Cartier Martin\martica01,WAS,114,13.2,09-10
164,Cartier Martin\martica01,WAS,391,12.8,11-12
164,Cartier Martin\martica01,WAS,542,11.7,10-11
164,Cartier Martin\martica01,WAS,694,9.7,12-13
165,Casper Ware\wareca01,PHI,116,13,13-14
166,Cedi Osman\osmande01,CLE,2444,11.5,18-19
166,Cedi Osman\osmande01,CLE,672,11,17-18
167,Cedric Jackson\jacksce01,CLE,10,-6.6,09-10
167,Cedric Jackson\jacksce01,SAS,25,19.2,09-10
167,Cedric Jackson\jacksce01,WAS,39,-0.2,09-10
168,Chandler Hutchison\hutchch01,CHI,895,8.8,18-19
169,Chandler Parsons\parsoch01,DAL,1799,16.2,15-16
169,Chandler Parsons\parsoch01,DAL,2186,16.3,14-15
169,Chandler Parsons\parsoch01,HOU,1804,13.3,11-12
169,Chandler Parsons\parsoch01,HOU,2758,15.3,12-13
169,Chandler Parsons\parsoch01,HOU,2783,15.9,13-14
169,Chandler Parsons\parsoch01,MEM,496,8.5,18-19
169,Chandler Parsons\parsoch01,MEM,675,7.7,16-17
169,Chandler Parsons\parsoch01,MEM,691,13.6,17-18
170,Channing Frye\fryech01,CLE,1398,15.6,16-17
170,Channing Frye\fryech01,CLE,341,8.9,18-19
170,Channing Frye\fryech01,CLE,446,14.9,15-16
170,Channing Frye\fryech01,CLE,545,13.9,17-18
170,Channing Frye\fryech01,LAL,150,10.2,17-18
170,Channing Frye\fryech01,ORL,1870,9.5,14-15
170,Channing Frye\fryech01,ORL,754,11.8,15-16
170,Channing Frye\fryech01,PHO,1669,14.9,11-12
170,Channing Frye\fryech01,PHO,2190,15,09-10
170,Channing Frye\fryech01,PHO,2312,13.2,13-14
170,Channing Frye\fryech01,PHO,2541,12.8,10-11
171,Charles Cooke\cookech01,NOP,38,-5.1,17-18
172,Charles Jenkins\jenkich01,GSW,291,6.9,12-13
172,Charles Jenkins\jenkich01,GSW,893,12.4,11-12
172,Charles Jenkins\jenkich01,PHI,150,8.6,12-13
173,Charlie Bell\bellch01,GSW,171,4.7,10-11
173,Charlie Bell\bellch01,MIL,1611,7.9,09-10
174,Charlie Villanueva\villach01,DAL,665,11.9,15-16
174,Charlie Villanueva\villach01,DAL,678,17.4,14-15
174,Charlie Villanueva\villach01,DET,1092,14,12-13
174,Charlie Villanueva\villach01,DET,1666,15.9,10-11
174,Charlie Villanueva\villach01,DET,180,12.7,13-14
174,Charlie Villanueva\villach01,DET,180,16.2,11-12
174,Charlie Villanueva\villach01,DET,1848,16,09-10
175,Chase Budinger\budinch01,HOU,1298,14.9,11-12
175,Chase Budinger\budinch01,HOU,1488,14.1,09-10
175,Chase Budinger\budinch01,HOU,1738,14.2,10-11
175,Chase Budinger\budinch01,IND,729,11.1,15-16
175,Chase Budinger\budinch01,MIN,1286,12.2,14-15
175,Chase Budinger\budinch01,MIN,508,12.6,12-13
175,Chase Budinger\budinch01,MIN,751,9.7,13-14
175,Chase Budinger\budinch01,PHO,200,9.2,15-16
176,Chasson Randle\randlch01,NYK,225,12.3,16-17
176,Chasson Randle\randlch01,PHI,74,17.7,16-17
176,Chasson Randle\randlch01,WAS,743,9.9,18-19
177,Chauncey Billups\billuch01,DEN,1646,18.6,10-11
177,Chauncey Billups\billuch01,DEN,2490,20.2,09-10
177,Chauncey Billups\billuch01,DET,309,5.3,13-14
177,Chauncey Billups\billuch01,LAC,418,15,12-13
177,Chauncey Billups\billuch01,LAC,607,16.1,11-12
177,Chauncey Billups\billuch01,NYK,664,19.1,10-11
178,Cheick Diallo\diallch01,NOP,199,16.8,16-17
178,Cheick Diallo\diallch01,NOP,581,17,17-18
178,Cheick Diallo\diallch01,NOP,896,17.5,18-19
179,Chimezie Metu\metuch01,SAS,145,6.4,18-19
180,Chinanu Onuaku\onuakch01,HOU,22,-3.2,17-18
180,Chinanu Onuaku\onuakch01,HOU,52,12.3,16-17
181,Chris Andersen\anderch01,CLE,114,11.6,16-17
181,Chris Andersen\anderch01,DEN,1695,15.8,09-10
181,Chris Andersen\anderch01,DEN,486,18.9,11-12
181,Chris Andersen\anderch01,DEN,732,19,10-11
181,Chris Andersen\anderch01,MEM,366,15.1,15-16
181,Chris Andersen\anderch01,MIA,1132,16.1,14-15
181,Chris Andersen\anderch01,MIA,1396,18.5,13-14
181,Chris Andersen\anderch01,MIA,36,17.6,15-16
181,Chris Andersen\anderch01,MIA,624,17.4,12-13
182,Chris Babb\babbch01,BOS,132,3.7,13-14
183,Chris Bosh\boshch01,MIA,1556,19.8,14-15
183,Chris Bosh\boshch01,MIA,1778,20.2,15-16
183,Chris Bosh\boshch01,MIA,2007,18.9,11-12
183,Chris Bosh\boshch01,MIA,2454,20,12-13
183,Chris Bosh\boshch01,MIA,2531,19,13-14
183,Chris Bosh\boshch01,MIA,2795,19.4,10-11
183,Chris Bosh\boshch01,TOR,2526,25,09-10
184,Chris Boucher\bouchch01,GSW,1,-28.5,17-18
184,Chris Boucher\bouchch01,TOR,163,22.2,18-19
185,Chris Chiozza\chiozch01,HOU,33,7,18-19
186,Chris Copeland\copelch01,IND,265,17.6,13-14
186,Chris Copeland\copelch01,IND,828,7.4,14-15
186,Chris Copeland\copelch01,MIL,156,5.4,15-16
186,Chris Copeland\copelch01,NYK,862,16.8,12-13
187,Chris Douglas-Roberts\douglch01,CHA,1016,12.2,13-14
187,Chris Douglas-Roberts\douglch01,DAL,63,8.3,12-13
187,Chris Douglas-Roberts\douglch01,LAC,103,3.3,14-15
187,Chris Douglas-Roberts\douglch01,MIL,884,11.5,10-11
187,Chris Douglas-Roberts\douglch01,NJN,1730,11.5,09-10
188,Chris Duhon\duhonch01,LAL,820,8,12-13
188,Chris Duhon\duhonch01,NYK,2072,10.7,09-10
188,Chris Duhon\duhonch01,ORL,1226,8.4,11-12
188,Chris Duhon\duhonch01,ORL,774,5.6,10-11
189,Chris Hunter\huntech01,GSW,783,12.2,09-10
190,Chris Johnson\johnsch03,BOS,32,9.9,10-11
190,Chris Johnson\johnsch03,MIN,284,18.4,12-13
190,Chris Johnson\johnsch03,NOH,82,10.1,11-12
190,Chris Johnson\johnsch03,POR,106,10.3,10-11
190,Chris Johnson\johnsch03,POR,93,11.4,11-12
191,Chris Johnson\johnsch04,BOS,789,10.8,13-14
191,Chris Johnson\johnsch04,MEM,102,10.7,12-13
191,Chris Johnson\johnsch04,MIL,128,9.7,14-15
191,Chris Johnson\johnsch04,PHI,187,6,14-15
191,Chris Johnson\johnsch04,UTA,211,14.2,14-15
191,Chris Johnson\johnsch04,UTA,857,8.2,15-16
192,Chris Kaman\kamanch01,DAL,1363,16.3,12-13
192,Chris Kaman\kamanch01,LAC,2608,16.5,09-10
192,Chris Kaman\kamanch01,LAC,838,15.7,10-11
192,Chris Kaman\kamanch01,LAL,736,17,13-14
192,Chris Kaman\kamanch01,NOH,1372,15.3,11-12
192,Chris Kaman\kamanch01,POR,112,11.1,15-16
192,Chris Kaman\kamanch01,POR,1398,17.3,14-15
193,Chris McCullough\mcculch01,BRK,362,12.2,15-16
193,Chris McCullough\mcculch01,BRK,72,16.8,16-17
193,Chris McCullough\mcculch01,WAS,8,1.1,16-17
193,Chris McCullough\mcculch01,WAS,90,15.8,17-18
194,Chris Paul\paulch01,HOU,1847,24.4,17-18
194,Chris Paul\paulch01,HOU,1857,19.7,18-19
194,Chris Paul\paulch01,LAC,1921,26.2,16-17
194,Chris Paul\paulch01,LAC,2171,25.9,13-14
194,Chris Paul\paulch01,LAC,2181,27,11-12
194,Chris Paul\paulch01,LAC,2335,26.4,12-13
194,Chris Paul\paulch01,LAC,2420,26.2,15-16
194,Chris Paul\paulch01,LAC,2857,26,14-15
194,Chris Paul\paulch01,NOH,1712,23.7,09-10
194,Chris Paul\paulch01,NOH,2880,23.7,10-11
195,Chris Quinn\quinnch01,CLE,78,1.3,12-13
195,Chris Quinn\quinnch01,NJN,223,9.3,09-10
195,Chris Quinn\quinnch01,SAS,292,7.5,10-11
196,Chris Richard\richach01,CHI,224,6.5,09-10
197,Chris Singleton\singlch01,WAS,1431,8.3,11-12
197,Chris Singleton\singlch01,WAS,250,8.8,13-14
197,Chris Singleton\singlch01,WAS,924,7.8,12-13
198,Chris Smith\smithch05,NYK,2,0,13-14
199,Chris Wilcox\wilcoch01,BOS,481,12.4,11-12
199,Chris Wilcox\wilcoch01,BOS,830,15.3,12-13
199,Chris Wilcox\wilcoch01,DET,441,12,09-10
199,Chris Wilcox\wilcoch01,DET,995,18,10-11
200,Chris Wright\wrighch01,GSW,186,18.6,11-12
200,Chris Wright\wrighch01,MIL,126,16.5,13-14
201,Chris Wright\wrighch02,DAL,4,-1.9,12-13
202,Christian Eyenga\eyengch01,CLE,83,2.1,11-12
202,Christian Eyenga\eyengch01,CLE,947,9,10-11
202,Christian Eyenga\eyengch01,LAL,19,16.7,11-12
203,Christian Wood\woodch01,CHO,107,15.1,16-17
203,Christian Wood\woodch01,MIL,62,17.1,18-19
203,Christian Wood\woodch01,NOP,189,23.4,18-19
203,Christian Wood\woodch01,PHI,145,16.4,15-16
204,Chuck Hayes\hayesch01,HOU,1773,11.7,09-10
204,Chuck Hayes\hayesch01,HOU,2079,16.2,10-11
204,Chuck Hayes\hayesch01,HOU,24,1.6,15-16
204,Chuck Hayes\hayesch01,SAC,1039,8.9,11-12
204,Chuck Hayes\hayesch01,SAC,1209,10.7,12-13
204,Chuck Hayes\hayesch01,SAC,179,11.4,13-14
204,Chuck Hayes\hayesch01,TOR,255,10.4,14-15
204,Chuck Hayes\hayesch01,TOR,575,9.6,13-14
205,Chucky Atkins\atkinch01,DET,644,8.3,09-10
206,CJ McCollum\mccolcj01,POR,2375,17,18-19
206,CJ McCollum\mccolcj01,POR,2780,17.7,15-16
206,CJ McCollum\mccolcj01,POR,2796,19.9,16-17
206,CJ McCollum\mccolcj01,POR,2923,17,17-18
206,CJ McCollum\mccolcj01,POR,476,9,13-14
206,CJ McCollum\mccolcj01,POR,973,13.1,14-15
